     Sent.          Attachment      Correct        Scoring          
    ID Tokens  -   Unlab. Lab.   HEAD HEAD+DEPREL   tokens   - - - -
    94   16    0   93.75  81.25    15      13          16    0 0 0 0
    95   13    0   92.31  76.92    12      10          13    0 0 0 0
    96    5    0   40.00  40.00     2       2           5    0 0 0 0
    97   24    0   91.67  87.50    22      21          24    0 0 0 0
    98    8    0  100.00 100.00     8       8           8    0 0 0 0
    99   28    0   85.71  78.57    24      22          28    0 0 0 0
   100   21    0   71.43  71.43    15      15          21    0 0 0 0
   101   14    0  100.00 100.00    14      14          14    0 0 0 0
   102    3    0   66.67  33.33     2       1           3    0 0 0 0
   103   20    0   60.00  60.00    12      12          20    0 0 0 0
   104    7    0  100.00  85.71     7       6           7    0 0 0 0
   105    1    0  100.00 100.00     1       1           1    0 0 0 0
   106    1    0  100.00 100.00     1       1           1    0 0 0 0
   107    1    0  100.00 100.00     1       1           1    0 0 0 0
   108    1    0  100.00 100.00     1       1           1    0 0 0 0
   109    1    0  100.00 100.00     1       1           1    0 0 0 0
   110    1    0  100.00 100.00     1       1           1    0 0 0 0
   111    1    0  100.00 100.00     1       1           1    0 0 0 0
   112   12    0   91.67  75.00    11       9          12    0 0 0 0
   113    1    0  100.00 100.00     1       1           1    0 0 0 0
   114    9    0  100.00 100.00     9       9           9    0 0 0 0
   115    7    0   57.14  57.14     4       4           7    0 0 0 0
   116    4    0  100.00 100.00     4       4           4    0 0 0 0
   117   12    0  100.00  83.33    12      10          12    0 0 0 0
   118   13    0  100.00  84.62    13      11          13    0 0 0 0
   119    3    0  100.00 100.00     3       3           3    0 0 0 0
   120    9    0  100.00  88.89     9       8           9    0 0 0 0
   121   11    0   90.91  90.91    10      10          11    0 0 0 0
   122   36    0   75.00  69.44    27      25          36    0 0 0 0
   123   15    0   66.67  60.00    10       9          15    0 0 0 0
   124    8    0  100.00 100.00     8       8           8    0 0 0 0
   125   12    0   83.33  58.33    10       7          12    0 0 0 0
   126   15    0   93.33  73.33    14      11          15    0 0 0 0
   127   15    0   86.67  73.33    13      11          15    0 0 0 0
   128   18    0   66.67  55.56    12      10          18    0 0 0 0
   129    1    0  100.00 100.00     1       1           1    0 0 0 0
   130    8    0  100.00 100.00     8       8           8    0 0 0 0
   131   23    0   91.30  86.96    21      20          23    0 0 0 0
   132   18    0  100.00 100.00    18      18          18    0 0 0 0
   133   11    0  100.00 100.00    11      11          11    0 0 0 0
   134   24    0  100.00  95.83    24      23          24    0 0 0 0
   135   20    0   95.00  95.00    19      19          20    0 0 0 0
   136   13    0  100.00 100.00    13      13          13    0 0 0 0
   137    6    0  100.00 100.00     6       6           6    0 0 0 0
   138   18    0   83.33  83.33    15      15          18    0 0 0 0
   139   10    0  100.00  90.00    10       9          10    0 0 0 0
   140    6    0  100.00 100.00     6       6           6    0 0 0 0
   141    8    0   75.00  75.00     6       6           8    0 0 0 0
   142   14    0   64.29  50.00     9       7          14    0 0 0 0
   143   15    0   73.33  73.33    11      11          15    0 0 0 0
   144   12    0   75.00  75.00     9       9          12    0 0 0 0
   145   13    0   84.62  76.92    11      10          13    0 0 0 0
   146   10    0  100.00  80.00    10       8          10    0 0 0 0
   147   13    0   92.31  76.92    12      10          13    0 0 0 0
   148    9    0  100.00 100.00     9       9           9    0 0 0 0
   149   38    0   89.47  84.21    34      32          38    0 0 0 0
   150   11    0   90.91  90.91    10      10          11    0 0 0 0
   151   16    0   81.25  81.25    13      13          16    0 0 0 0
   152   36    0   77.78  75.00    28      27          36    0 0 0 0
   153   18    0   66.67  66.67    12      12          18    0 0 0 0
   154   12    0  100.00 100.00    12      12          12    0 0 0 0
   155    9    0  100.00  88.89     9       8           9    0 0 0 0
   156   14    0  100.00 100.00    14      14          14    0 0 0 0
   157    5    0   40.00  40.00     2       2           5    0 0 0 0
   158    8    0   62.50  62.50     5       5           8    0 0 0 0
   159    9    0   88.89  88.89     8       8           9    0 0 0 0
   160   12    0  100.00 100.00    12      12          12    0 0 0 0
   161   12    0   83.33  83.33    10      10          12    0 0 0 0
   162    8    0  100.00 100.00     8       8           8    0 0 0 0
   163   17    0  100.00 100.00    17      17          17    0 0 0 0
   164   29    0   86.21  82.76    25      24          29    0 0 0 0
   165    2    0  100.00 100.00     2       2           2    0 0 0 0
   166   32    0   81.25  68.75    26      22          32    0 0 0 0
   167   16    0   87.50  81.25    14      13          16    0 0 0 0
   168    9    0   88.89  88.89     8       8           9    0 0 0 0
   169   10    0  100.00  90.00    10       9          10    0 0 0 0
   170   11    0  100.00  90.91    11      10          11    0 0 0 0
   171   21    0   90.48  76.19    19      16          21    0 0 0 0
   172    6    0  100.00  66.67     6       4           6    0 0 0 0
   173   12    0  100.00  83.33    12      10          12    0 0 0 0
   174   10    0  100.00  90.00    10       9          10    0 0 0 0
   175   19    0   94.74  94.74    18      18          19    0 0 0 0
   176   30    0   83.33  80.00    25      24          30    0 0 0 0
   177    8    0  100.00  87.50     8       7           8    0 0 0 0
   178    4    0  100.00 100.00     4       4           4    0 0 0 0
   179   23    0   86.96  86.96    20      20          23    0 0 0 0
   180   21    0   90.48  90.48    19      19          21    0 0 0 0
   181   18    0   66.67  55.56    12      10          18    0 0 0 0
   182    9    0  100.00  77.78     9       7           9    0 0 0 0
   183    9    0  100.00 100.00     9       9           9    0 0 0 0
   184   15    0  100.00  93.33    15      14          15    0 0 0 0
   185   11    0   81.82  81.82     9       9          11    0 0 0 0
   186    4    0   50.00  50.00     2       2           4    0 0 0 0
   187   10    0   90.00  90.00     9       9          10    0 0 0 0
   188   15    0   60.00  60.00     9       9          15    0 0 0 0
   189   11    0  100.00  90.91    11      10          11    0 0 0 0
   190   13    0   84.62  84.62    11      11          13    0 0 0 0
   191   16    0  100.00 100.00    16      16          16    0 0 0 0
   192    7    0  100.00 100.00     7       7           7    0 0 0 0
   193   29    0   86.21  82.76    25      24          29    0 0 0 0
   194   15    0   93.33  80.00    14      12          15    0 0 0 0
   195   18    0   83.33  72.22    15      13          18    0 0 0 0
   196    7    0   71.43  71.43     5       5           7    0 0 0 0
